gbm	categ
SLC15A3	1
ZNF354A	1
SCNN1G	1
EHMT2	1
ESPNP	1
AATF	1
AL589642.1	1
PPFIA3	1
PCDHGB3	1
DSC2	1
PDE11A	1
EPB41L3	1
IGF2R	1
MYBPH	1
WNK3	1
ZP1	1
ALPK2	1
TOMM40L	1
DSE	1
SNRNP200	1
PMPCB	1
MAP1S	1
CAPRIN1	1
FAM129C	1
F9	1
SIRPB1	1
ATF7IP2	1
INPP5J	1
MYH9	1
SERPINB13	1
ZNF236	1
CDC42BPG	1
PRSS42	1
CABP4	1
ZNF676	1
PARP9	1
CNGA4	1
ODZ1	1
SI	1
GBA3	1
SLC2A1	1
FBN1	1
ALLC	1
AK7	1
STARD13	1
CIT	1
SPAM1	1
SIGLEC1	1
KCNH1	1
MCF2L	1
PPP1R9A	1
KIF3C	1
ZIC4	1
CRTC1	1
TGM2	1
CYP4A11	1
MAG	1
E2F7	1
ANKRD33	1
SCAF4	1
ARHGAP21	1
AHDC1	1
MFNG	1
MAP3K9	1
CENPE	1
NFX1	1
MTOR	1
NLRP8	1
DAG1	1
FBXW11	1
PABPC4	1
NR3C2	1
DLK2	1
NFATC2	1
MERTK	1
KIF19	1
ASTN1	1
SAMD7	1
PAH	1
OR2W3	1
CDH13	1
FHDC1	1
ITIH4	1
KIAA0947	1
KLK6	1
B4GALNT3	1
KIAA0020	1
CYP4F3	1
PHF21A	1
SEPT11	1
USP43	1
LTBP4	1
USP15	1
LAMB1	1
DNM1	1
TRPM6	1
OR8J3	1
OR5M9	1
NOV	1
C3orf20	1
CP	1
GABRA4	1
USP9X	1
NPC1	1
MYOF	1
CYP3A5	1
PCMTD1	1
TCF12	1
ADCY10	1
C2CD3	1
DNAJC13	1
ZNF644	1
KCNT1	1
GPR141	1
CD209	1
ZNF181	1
PRPF8	1
TACR3	1
ZNF729	1
AFF3	1
KCNH8	1
MTF1	1
MDGA1	1
HUNK	1
INF2	1
MAPK8IP3	1
ATP2B4	1
DNMT1	1
UHRF2	1
TAF6	1
ARHGAP9	1
NPHS1	1
C1orf177	1
PSD4	1
SRC	1
SLC6A1	1
RGPD3	1
IGHMBP2	1
TMEM255B	1
JAG1	1
FBXW7	1
SMYD5	1
YY1AP1	1
PRMT7	1
PARP10	1
RGPD5	1
COG6	1
TTC3	1
C6orf170	1
UNC5C	1
PIK3R2	1
ENPP2	1
ZNF28	1
PIK3R6	1
SPRYD5	1
FGG	1
OR5M3	1
CARD14	1
LRRC16B	1
F13A1	1
GLT8D2	1
OR8D1	1
PHKA1	1
RBPJL	1
SMARCA2	1
CCDC92	1
ZDHHC8	1
FTSJ1	1
BCL6	1
AMPH	1
DDX11L11	1
MAST1	1
MIEF1	1
PCDH17	1
DENND2A	1
PODNL1	1
VANGL1	1
SLC44A5	1
RAD54L2	1
NACC2	1
TREML2	1
GGT1	1
ESR2	1
ZCCHC8	1
SUSD2	1
TRIM5	1
WDR65	1
PORCN	1
HIVEP1	1
KIAA2026	1
C14orf39	1
ZNF569	1
ADAMTS3	1
LPIN3	1
SLC6A10P	1
BMP3	1
CATSPERD	1
ARFGEF2	1
DNASE2	1
TTC17	1
ZNF813	1
SLC6A19	1
C10orf12	1
PLSCR1	1
TESK1	1
CTAGE11P	1
SPINT1	1
CCSER1	1
CCDC155	1
PHF12	1
TRIM71	1
MAST3	1
MYH15	1
MBNL1	1
TMEM115	1
RBMS3	1
EPB41L4A	1
EIF4A3	1
ZNF347	1
SCRIB	1
IGSF3	1
RAD51AP2	1
TBC1D10C	1
RAD54B	1
TRIP12	1
DCAF12L1	1
TNKS	1
LPA	1
ZNF330	1
DNM2	1
PREX2	1
AHR	1
DIAPH3	1
IL21R	1
PCSK6	1
BLM	1
PNMT	1
KCTD19	1
KIT	1
FKBP6	1
TEK	1
BAHD1	1
SLCO4C1	1
WDR78	1
PRAMEF11	1
ERC2	1
KRT8	1
GALNT9	1
CENPI	1
CCT8L2	1
ATP1A4	1
REN	1
ZPBP	1
MGAT4C	1
RASAL1	1
DIP2C	1
NALCN	1
ETV5	1
VGF	1
BTAF1	1
KIAA1012	1
KRT23	1
MTMR8	1
ITSN1	1
TRIM10	1
ZFP28	1
UBQLN3	1
RBFOX1	1
INSC	1
NCOR2	1
FGFR1	1
YIPF5	1
ABCA4	1
OR5K4	1
FGD1	1
ZRSR2	1
CYP27B1	1
ZNF479	1
CHPF2	1
CHRM2	1
RXRA	1
KIF4A	1
PCDHA7	1
CCDC37	1
BCAM	1
RPL13AP6	1
SH2D3C	1
NEGR1	1
OR4D5	1
NPTX2	1
EMILIN1	1
PAX3	1
TRPC7	1
TRAK1	1
THBS1	1
PIKFYVE	1
SOX9	1
SYN3	1
FAM184A	1
HS1BP3	1
TMEM132B	1
MYH6	1
RP1L1	1
JPH1	1
MYLK	1
NPL	1
NOD2	1
NPHP4	1
ULK2	1
MAT2A	1
CHRD	1
PCSK4	1
CHST11	1
LMO7	1
DDX17	1
TAF7L	1
FLT4	1
OR52M1	1
HTT	1
PSG7	1
RASA4	1
KIAA1211L	1
FBXO40	1
NID2	1
FLNB	1
C10orf76	1
QRICH2	1
SEMA4C	1
ZC3H13	1
KRTAP4-6	1
CLSPN	1
LRRC7	1
PHYKPL	1
MAGEB6	1
IRS1	1
CYLC2	1
ZNF318	1
TMEM184A	1
TBC1D29	1
GPATCH1	1
TBC1D8B	1
MYO1G	1
NFIX	1
DPP9	1
SLC2A14	1
PCDHA8	1
AKAP6	1
POM121C	1
ARAP2	1
PHLPP1	1
HDC	1
DND1	1
COL4A1	1
TEKT5	1
EPRS	1
ITGA4	1
IRF8	1
ZNF37A	1
PCDHGA8	1
SLC14A2	1
JAKMIP3	1
AC011443.1	1
TSNAXIP1	1
JAKMIP1	1
NPAS4	1
PROM2	1
SFI1	1
ALPPL2	1
WDR44	1
HSPA1L	1
PDE1C	1
DMXL1	1
WDR27	1
FBXL12	1
NELL1	1
KIAA1377	1
TOPBP1	1
PIK3AP1	1
ZNF626	1
C12orf50	1
SLC28A1	1
BCAR3	1
FANCM	1
PIK3C2A	1
PVRL4	1
DSC1	1
ITIH1	1
KLHL13	1
OPN1SW	1
MPO	1
H6PD	1
KLF14	1
NAALADL2	1
OR5P2	1
KCNH7	1
TBC1D25	1
MYO1D	1
BMP2K	1
GOLGA6D	1
ECEL1	1
ITIH5L	1
PDDC1	1
PCDH7	1
CD44	1
KANK4	1
TIMD4	1
FNDC3B	1
NEK10	1
EYA4	1
LRRC66	1
EDC4	1
SKIV2L	1
HOOK1	1
SNRK	1
FAM21C	1
TLL2	1
ZNF701	1
MACC1	1
TFAP2D	1
FBXO34	1
STXBP2	1
HLA-B	1
MIB1	1
SREBF1	1
ZNF800	1
NTF4	1
GOLGA8DP	1
LOC647288	1
TET3	1
YEATS2	1
AMDHD2	1
MLLT4	1
MKRN3	1
PRKCSH	1
PLCG1	1
PHLDB2	1
NBEAL1	1
MPDZ	1
PCDHGB2	1
HCFC1	1
MROH5	1
DBR1	1
WNT5B	1
OR9G4	1
RAB11FIP5	1
ATCAY	1
ADAMTSL1	1
OR51A2	1
SPAG5	1
GCSAML	1
TPRG1L	1
KRT2	1
CAD	1
ODZ4	1
PACS2	1
CCDC114	1
CFB	1
CYP4F2	1
HEATR2	1
STEAP3	1
OR2A1	1
PCNXL2	1
ANKS1A	1
KRT13	1
FSTL4	1
RPGRIP1	1
JAK2	1
TULP4	1
ADAP1	1
FUT6	1
YY2	1
MINK1	1
LAMB2	1
MAN1A2	1
SZT2	1
SLCO2B1	1
MUM1	1
INTS7	1
GPRC6A	1
OR8U1	1
ROCK1	1
ALDH1A2	1
BRAT1	1
NOS2	1
SLC9A5	1
SMTNL2	1
TNKS2	1
TAS2R41	1
MFSD7	1
CA5A	1
LAMC1	1
BLZF2P	1
TPSAB1	1
PAK7	1
ATL1	1
TTC40	1
SYMPK	1
ADAM28	1
NEK3	1
VIT	1
TXNRD2	1
TYK2	1
SLC4A2	1
SORCS1	1
LGR5	1
TMEM44	1
WFS1	1
LRRIQ4	1
SIPA1	1
ATP12A	1
SEC23B	1
EIF2AK4	1
CBX4	1
UHRF1BP1	1
PIP4K2A	1
VDR	1
ZFR2	1
TBC1D9	1
PNPLA7	1
PLCXD1	1
KIAA1211	1
RUFY2	1
PRDM5	1
LARP7	1
CTD-3074O7.11	1
TPRN	1
DDX5	1
CLMN	1
TTC37	1
ZNF341	1
GATA6	1
C17orf97	1
CSMD2	1
LOC401010	1
SMARCC2	1
TRIM26	1
MCOLN3	1
SRMS	1
ZCCHC5	1
FAM218A	1
CENPC	1
FREM2	1
LARP1	1
SLFN12L	1
IL18R1	1
CEACAM7	1
FAM131A	1
FLVCR2	1
SERINC2	1
OR4L1	1
TSPEAR	1
FBXO38	1
DACT1	1
TSSK4	1
OR4N4	1
GALNT14	1
RUSC2	1
AMY2B	1
KRTAP5-4	1
ST3GAL4	1
INCENP	1
RBM28	1
TRAPPC12	1
PARP1	1
ANKS3	1
NGLY1	1
ZNF608	1
TMEM138	1
CCDC108	1
TRPC4	1
APBA1	1
DVL2	1
C15orf52	1
SYDE2	1
C19orf21	1
NLRP6	1
ARHGEF16	1
ATP11B	1
SFRS2IP	1
KCNQ4	1
RREB1	1
SRL	1
ESPN	1
NCAPG2	1
AEBP1	1
TAOK3	1
EFCAB6	1
ANKHD1	1
PAX5	1
OR2J3	1
MEI1	1
CPXM2	1
KCNJ5	1
VPS51	1
SGIP1	1
MYBBP1A	1
TNNT1	1
PLEKHG6	1
KCNH6	1
KCTD16	1
ULK1	1
HPN	1
PALLD	1
AUTS2	1
CNTN5	1
RBM10	1
SLC17A7	1
ABCG2	1
NCKAP1	1
ARSE	1
ABCA9	1
DOPEY1	1
HELZ2	1
INPP5B	1
OR5M1	1
LILRB4	1
GCC2	1
PLS1	1
CACNA1F	1
PLEKHG2	1
MAST2	1
LLGL2	1
RNF168	1
ADNP2	1
BHLHE22	1
ANKFY1	1
RAI14	1
SLC26A10	1
CNNM2	1
OR51T1	1
CNTN3	1
UGT3A1	1
GABRA5	1
CAMSAP2	1
USP11	1
OR5I1	1
C1orf125	1
MC2R	1
CCDC120	1
LGALS3	1
SHCBP1L	1
SIGLEC12	1
HECTD1	1
SLC22A11	1
STK36	1
NRXN2	1
CYP2A13	1
IL22RA1	1
ALG13	1
DCSTAMP	1
SIDT1	1
ZNF492	1
KRTAP5-1	1
SLA	1
PCDHGB1	1
HOXA6	1
COL11A1	1
CDKN2A	1
CYP11B1	1
ZNF718	1
SIN3A	1
MRGPRE	1
MAP3K13	1
MEF2C	1
ANKRD13D	1
TSNARE1	1
GRM7	1
ARHGEF26	1
MTX3	1
PPM1N	1
CDC42EP2	1
CCER1	1
BAZ2B	1
FMR1NB	1
PRAMEF2	1
VPS16	1
LRRC50	1
NR2C2	1
EPHA6	1
MFAP3L	1
KRT9	1
LIPN	1
CEMP1	1
ODF2L	1
ITGB6	1
FPR2	1
PTDSS1	1
CDK11B	1
CLPB	1
ATP6V0D1	1
FRRS1	1
MT-ND5	1
TJP1	1
KRT16	1
CYLD	1
RFPL2	1
CNTNAP3	1
ZCCHC14	1
TAGLN	1
KCNC2	1
IQCJ-SCHIP1	1
COL16A1	1
ABCD2	1
HIVEP2	1
CDYL2	1
DNAJC10	1
TMC3	1
R3HDM2	1
GRID2	1
NRIP1	1
ZNF709	1
ABCC2	1
SLC12A4	1
TIE1	1
ESPNL	1
PRCP	1
ANKIB1	1
CBWD6	1
KDM4E	1
STEAP1	1
PCDHA2	1
KLK15	1
OR2T6	1
PREP	1
HCLS1	1
CCDC150	1
CLASP1	1
PDS5A	1
FAM135B	1
FAM190A	1
ZNF335	1
ANKRD12	1
CDH12	1
TNFRSF6B	1
IFI27	1
ABL1	1
FAM71E1	1
SCAF1	1
ABLIM3	1
CDH4	1
ROBO4	1
AKR1C4	1
TMEM161B	1
MOCS3	1
OR6C1	1
GLUD2	1
MYOZ2	1
KIF18B	1
ZNF525	1
SYNRG	1
ANKS6	1
ANO9	1
GOLGA3	1
PCDHGB6	1
CORIN	1
FIBIN	1
ABCF1	1
AGL	1
NAV1	1
ACOT11	1
DNAJB5	1
PPP4R4	1
CPT1A	1
ZXDA	1
C1orf127	1
EXOC3	1
SPATC1	1
CEP104	1
ADAMTS5	1
CUL2	1
ZNF207	1
OR8H2	1
EPHA3	1
HRH2	1
MADD	1
IARS	1
DAGLB	1
POTEI	1
TCN1	1
CKAP2L	1
CSDE1	1
ACTR5	1
SDPR	1
PLA2G4F	1
MTG2	1
FAM75C1	1
EDA	1
DSCAML1	1
REPS2	1
APC	1
CENPJ	1
FAM183B	1
CDC37	1
SLK	1
PCDHGA4	1
PRPF40A	1
MPP4	1
PCDHB16	1
DOCK11	1
CBWD2	1
OR10H1	1
CCDC146	1
OR13C5	1
CACNA2D2	1
CD3EAP	1
PCDH9	1
LY75-CD302	1
TRAT1	1
MED12L	1
ACTL8	1
UNC93A	1
MAN2A2	1
BMS1	1
ARHGAP32	1
USP17L18	1
LGALS8	1
TBC1D2	1
SECISBP2L	1
NOBOX	1
TNRC6A	1
TRIM36	1
LAMA4	1
ZNF721	1
FBXL18	1
PPFIA2	1
FIP1L1	1
SLC16A5	1
IKZF1	1
ITPR2	1
HELB	1
NSUN5	1
CLEC14A	1
TRIM6-TRIM34	1
ALS2CL	1
INTS12	1
C12orf55	1
NR1H4	1
UPB1	1
BAG6	1
DPPA4	1
BEST3	1
SALL3	1
C5orf34	1
APOBR	1
RBBP6	1
SLC9B2	1
SIGLEC11	1
ZNF598	1
CHSY1	1
RTN1	1
STK10	1
TCEB2	1
KHSRP	1
ATP13A2	1
ZNF527	1
EFCAB5	1
SMARCA1	1
DSG1	1
NCDN	1
ADAM10	1
TMEM146	1
KIF1A	1
AK8	1
RABGEF1	1
SLC26A8	1
CTBS	1
ABCA10	1
ATP7A	1
MS4A14	1
MAML2	1
ANKRD42	1
TCHHL1	1
DYX1C1	1
GPR45	1
C1S	1
KDM2B	1
ZNF48	1
MYO1E	1
MSLNL	1
SMURF1	1
MRVI1	1
ZNF493	1
MYO6	1
ZNF648	1
ANLN	1
GPR146	1
CEP63	1
IRAK3	1
ZNF681	1
CEP170	1
JAKMIP2	1
HIP1R	1
OR4S2	1
JMJD1C	1
LPAR1	1
VPS41	1
PRAMEF12	1
RGS22	1
PEX5L	1
HTR3E	1
PRKCB	1
AOC2	1
TRA2B	1
SEPT12	1
KRT25	1
MPP3	1
ZNF91	1
TTLL12	1
SYNM	1
CDKN2C	1
TRIM49B	1
ETS1	1
TMEM131	1
PDGFRB	1
KIAA1033	1
KRT1	1
KIAA0754	1
ZNF257	1
GLT1D1	1
CDK8	1
SULF2	1
DLG4	1
TRANK1	1
PEX10	1
ATG2B	1
PTPRU	1
CLCN7	1
NOM1	1
C10orf71	1
KCNH2	1
DNASE1L1	1
PCDHGC3	1
PCDHGA6	1
PNPLA5	1
HIF3A	1
SOCS6	1
PARP14	1
SLC11A2	1
NUP153	1
OR10C1	1
KIR3DX1	1
H3F3C	1
GGTLC2	1
VIPR2	1
ZNF658	1
AADACL2	1
UTP15	1
BOD1L	1
GDF15	1
ARHGEF17	1
USP5	1
TNIK	1
KANK1	1
NMUR2	1
TECPR1	1
ELAVL2	1
DDX53	1
OCA2	1
COG2	1
OBSL1	1
PCDHA10	1
CHEK1	1
CDRT1	1
ABI3	1
ZIC3	1
ARHGAP44	1
TCAIM	1
ATP8A1	1
MYO16	1
HDAC9	1
MMP7	1
PFKFB2	1
KTI12	1
ESRRB	1
VPS13C	1
DVL1	1
TMC1	1
LRIG2	1
OR10G8	1
TLE4	1
FGD6	1
KDELC2	1
KIAA1524	1
MPI	1
OSBPL3	1
SLC35F4	1
DRP2	1
MUM1L1	1
LRRC16A	1
KCNA10	1
SERPINA11	1
OR10A3	1
IMPG1	1
FSCB	1
FAM46D	1
SGSM1	1
OR4A5	1
IRX1	1
C15orf59	1
ADCY2	1
ALPK1	1
MCTP1	1
PTK2B	1
ENOX2	1
SESTD1	1
ITIH3	1
CAND1	1
NRD1	1
BRWD3	1
MSL3	1
REV1	1
NFKB2	1
SPAG9	1
RIMBP3	1
HSPA12A	1
STK3	1
F2	1
QARS	1
ANPEP	1
TYR	1
HRH3	1
HEATR3	1
DLGAP1	1
ATXN2L	1
UBR2	1
MST1R	1
PUM1	1
KHDC3L	1
TRGV5	1
TCF7L2	1
TEX11	1
TNRC6B	1
PMS1	1
CES1	1
DDX12	1
ESRRA	1
PPFIBP1	1
TAF15	1
ZNF536	1
DNTT	1
TPH1	1
GFM1	1
PDYN	1
MCM3	1
COL6A1	1
MMP3	1
CTDP1	1
TRIOBP	1
PRAMEF10	1
RFX3	1
SR140	1
DMGDH	1
SLC13A4	1
ENO3	1
BLK	1
ZNF474	1
CHRNA10	1
IQCE	1
TRAF2	1
PCMT1	1
TAB3	1
SKAP2	1
AGO3	1
CCDC141	1
ATP8B3	1
LILRB5	1
MARCO	1
RP11-494M8.4	1
AFF4	1
RRP12	1
MAGEA6	1
MYO19	1
SALL1	1
CEP70	1
SERPINA3	1
GAPVD1	1
DCAF8	1
CD33	1
ZSCAN29	1
EPHA2	1
FAM134A	1
GPRASP1	1
SP110	1
SLC29A4	1
EZR	1
RFX4	1
C21orf2	1
CACNA2D3	1
CC2D1A	1
ZNF280C	1
GPR15	1
PLCH1	1
PDHB	1
ABP1	1
CCDC71	1
RFX7	1
MEN1	1
WDR72	1
EMR3	1
CYP7A1	1
EGR3	1
GATA2	1
FAM70A	1
CCDC110	1
C4orf21	1
HCAR3	1
SCAND3	1
HDAC1	1
KCNV1	1
FAM171B	1
PAPPA	1
TDRD7	1
FAM178B	1
CXorf57	1
CCNF	1
RAB11FIP1	1
SLC45A4	1
TGM4	1
SEC31A	1
AMPD1	1
RGL1	1
ZNF841	1
ASIC2	1
NOL8	1
KCNT2	1
USP26	1
HERC2P3	1
DAXX	1
PDILT	1
HK3	1
LRFN2	1
ZNF516	1
NEK1	1
SLC13A5	1
CNTRL	1
NBPF12	1
CBX6	1
EPC2	1
SLC9C2	1
MAGEB4	1
GRK1	1
TMEM130	1
SMTNL1	1
SYNPO2	1
GPR128	1
SAFB	1
IQSEC3	1
KIF26A	1
BPIFC	1
EXOC2	1
SEC14L1	1
RASA2	1
LRP11	1
RAB3GAP1	1
ITGA10	1
INADL	1
OR5AC2	1
C8B	1
SEL1L2	1
CLINT1	1
HTRA3	1
SLC22A25	1
SV2C	1
CPXCR1	1
EGF	1
PCDHGA2	1
CDHR1	1
IFT52	1
NFATC4	1
SLC6A11	1
ZNF799	1
CLEC4M	1
RPL23AP32	1
ASB10	1
ARHGEF10	1
FAM193A	1
TELO2	1
SLC11A1	1
TENM4	1
QSER1	1
SLC9B1P1	1
GANC	1
BAZ1A	1
ENTPD1	1
NRROS	1
ENGASE	1
NLRC3	1
SNTG2	1
FZD10	1
TIPARP	1
SLITRK6	1
ITGA2	1
NRP2	1
CTIF	1
DKK2	1
NEURL4	1
SH3RF1	1
HR	1
NDE1	1
POM121	1
ATP9A	1
KIAA2018	1
DCLRE1B	1
FNIP1	1
APLP2	1
ZZZ3	1
TRMT1L	1
SLC43A3	1
OR4K5	1
ARFGEF1	1
LRRC41	1
KLHL34	1
OR13C8	1
FIZ1	1
EIF2S3	1
ZNF268	1
GOLGA6L10	1
GUSB	1
LMOD1	1
LINGO3	1
AMER1	1
FAM129B	1
HIC2	1
LATS1	1
TIMELESS	1
FRMD6	1
MYO10	1
CAND2	1
KCNA5	1
KCNJ3	1
CTNNB1	1
FMO3	1
OR4M1	1
NHP2L1	1
SATL1	1
C2orf89	1
KAZN	1
GLDC	1
GGNBP2	1
UBR5	1
MSH5	1
HYAL4	1
SNX14	1
DENND4C	1
ARID1A	1
SOX13	1
KIAA0922	1
CAMK2G	1
FAM110B	1
GIPC2	1
A2BP1	1
MTMR10	1
CACNA1I	1
OR4N3P	1
FURIN	1
KRT79	1
LSR	1
UGGT2	1
ANKRD26	1
KDM1B	1
ARMC5	1
APOBEC3F	1
HEATR1	1
PLAT	1
CTAGE4	1
LPCAT2	1
STAT4	1
ADAM15	1
SLC9A2	1
CCDC19	1
PCDHGA9	1
VAX1	1
FOXP3	1
THEG	1
OR10K1	1
OR4P4	1
ACVRL1	1
CHDC2	1
ZNF543	1
SIRPB2	1
OR2Z1	1
HNRNPM	1
FBXO24	1
C11orf63	1
NOL6	1
KIAA0368	1
CLCN4	1
ATP11C	1
ATP8A2	1
CYP2D6	1
TXNDC3	1
SLC2A10	1
SLC12A1	1
FSTL5	1
TYRO3	1
GRIK1	1
NME1	1
LMOD3	1
OR2T4	1
TOP2B	1
OR10H5	1
SPTAN1	1
GPX5	1
IL12RB2	1
ARHGEF10L	1
TRIML2	1
AGXT2	1
RUFY3	1
STAG3	1
SUSD5	1
TGS1	1
OSBPL10	1
KLC2	1
PARG	1
USP25	1
CNOT1	1
OR9G9	1
KIAA1409	1
USP35	1
ZFR	1
KMT2B	1
DNTTIP1	1
MEGF10	1
FFAR3	1
GCSAM	1
KIAA0195	1
LRTM2	1
ZNF142	1
ALDH6A1	1
TESPA1	1
ATRNL1	1
ST14	1
APCDD1	1
MARCH10	1
SBNO1	1
FILIP1L	1
SUFU	1
PTPRZ1	1
KIRREL3	1
UNC13B	1
TANC2	1
CAMK1G	1
ABHD2	1
GPRASP2	1
SPERT	1
SGK223	1
SERPINE1	1
MAPK15	1
ATE1	1
SCN4A	1
MCM3AP	1
POLR2A	1
CLSTN2	1
GABRP	1
BCL11B	1
ADAM32	1
SH3TC1	1
CD248	1
ERCC1	1
DDX26B	1
NCKAP5L	1
ADAM30	1
DDX12P	1
PSD	1
USP28	1
ARAF	1
CTDSP1	1
ADAMTS8	1
WNT6	1
PLCE1	1
SLC13A3	1
PHACTR1	1
OR2A12	1
ALX1	1
PRX	1
GPR142	1
ACOX3	1
TUBGCP5	1
HCK	1
CYP4B1	1
HNRNPCL1	1
LPHN2	1
DPY19L2P1	1
MAD2L2	1
PLEKHA7	1
CPSF6	1
ZAP70	1
PRSS58	1
GRIA1	1
ELSPBP1	1
TNRC6C	1
GEMIN4	1
FAR2	1
PDCD11	1
ZNF10	1
ACTRT1	1
IMPG2	1
CYP26B1	1
NFIB	1
CEACAM5	1
GAP43	1
CLASP2	1
PLCL2	1
HTR7	1
ALX4	1
PAK3	1
INSRR	1
RBM27	1
SHPRH	1
CLYBL	1
ITGA8	1
PKN1	1
E2F2	1
C9orf3	1
POF1B	1
CRBN	1
ARHGAP27	1
MCM6	1
CYB561	1
YWHAE	1
CHN2	1
CTSG	1
TAF2	1
RHBDL3	1
MCM4	1
KIF2C	1
PPP1R12B	1
PHF8	1
EML2	1
NPY5R	1
CRB1	1
HNF1B	1
TLR9	1
CATSPERG	1
VARS2	1
SEPSECS	1
UTP20	1
SLC28A3	1
REM1	1
CHML	1
POLI	1
PSMD4	1
LPIN1	1
GRIN2B	1
SIGLEC9	1
PTPRA	1
PTX4	1
PLA2G4A	1
SLC35E4	1
MPHOSPH8	1
PMFBP1	1
PHEX	1
CEP128	1
MCC	1
MECR	1
MOCS1	1
G6PD	1
GTPBP2	1
NBEAL2	1
WDR19	1
ADAM7	1
ZNF518B	1
HEMGN	1
CD1D	1
RIPK4	1
GRID1	1
IL12RB1	1
FCAR	1
PNLDC1	1
MAP1B	1
WWC2	1
ARHGEF39	1
AARS2	1
RNGTT	1
ZFP57	1
KRT85	1
PCDHGA10	1
AMAC1	1
HGFAC	1
MARCH4	1
SORCS2	1
NEURL1	1
MAP1A	1
SCN11A	1
AGAP3	1
EFTUD2	1
SRPX2	1
ARHGAP36	1
SLC9A10	1
SLC4A5	1
FAF1	1
CYP4X1	1
PPARGC1B	1
HSPA13	1
POLE	1
ZNF233	1
ABI2	1
USO1	1
AP1B1	1
WSCD2	1
GLIS1	1
SLC4A7	1
FIGN	1
OR2H1	1
FCAMR	1
PIP4K2C	1
KIF1B	1
COL20A1	1
DKC1	1
EVC2	1
SYDE1	1
ATP2A3	1
HIP1	1
CLNK	1
CD5	1
PSD2	1
PKD2	1
STARD8	1
TGFA	1
RAET1L	1
ZMYM4	1
AC009963.4	1
FAM129A	1
PHF20L1	1
TNS3	1
ADAM22	1
SERPINB4	1
ORC3	1
RFX1	1
LEPRE1	1
FBXO43	1
MAP4K4	1
ALMS1	1
CD4	1
ADAM6	1
IRAK2	1
LRP3	1
ARSK	1
